nome,idade,cpf,data,endereco,estado
Heitor Rezende,72,174.689.053-39,1951-09-28,"ÁREA DUARTE, 628
CONJUNTO LAGOA
02753538 CALDEIRA / RR",acre
Maria Vitória Jesus,47,493.861.520-70,1977-02-16,"SÍTIO DE MOURA, 13
PARAÍSO
39110-733 SOUZA DO NORTE / RS",roraima
Emanuel Duarte,21,762.084.591-76,2003-02-23,"RUA DE FOGAÇA, 71
OURO PRETO
35703-947 DA PAZ DA MATA / AM",santa catarina
Ian Lima,86,163.458.907-66,1937-07-05,"RUA DE MARTINS, 9
UNIÃO
15652-188 CASTRO / AC",roraima
Vitor Alves,27,687.901.342-22,1996-06-13,"ESPLANADA ANA LAURA OLIVEIRA, 667
RIBEIRO DE ABREU
79395-958 FARIAS DAS FLORES / DF",distrito federal
Rafael Ramos,69,946.581.073-84,1954-05-17,"ESPLANADA ALMEIDA, 4
VILA FUMEC
39123310 SILVEIRA GRANDE / PR",alagoas
Ryan Da Cunha,86,412.637.059-52,1937-11-04,"MORRO DE CARDOSO
CAMPONESA 2ª SEÇÃO
49627-572 DIAS DE DA PAZ / GO",sergipe
Maria Da Cunha,77,539.201.486-06,1946-10-07,"RESIDENCIAL DE DUARTE
VILA UNIÃO
83800-181 JESUS DO SUL / PE",rio de janeiro
Srta. Milena Cardoso,66,832.047.961-40,1958-03-07,"PRAÇA ALMEIDA, 71
CAPITÃO EDUARDO
13730300 FERREIRA DOS DOURADOS / RJ",bahia
Bryan Ramos,30,043.619.582-89,1993-10-30,"PRAIA COSTA, 35
JARDIM LEBLON
29456317 LOPES / GO",roraima
Luigi Santos,37,273.940.165-52,1987-01-04,"VIA LUIGI PEIXOTO, 61
SÃO GABRIEL
48847273 PORTO DA MATA / AP",amapá
Isabella Duarte,43,023.856.714-17,1980-09-28,"ESTRADA DIOGO DA MATA, 91
VILA NOVA CACHOEIRINHA 3ª SEÇÃO
89436-034 VIEIRA DO OESTE / PI",espírito santo
Sophie Azevedo,97,214.796.580-49,1926-08-11,"RUA KAIQUE FREITAS, 8
UNIVERSO
75626-745 BARROS / RR",amazonas
Matheus Carvalho,60,592.863.174-09,1963-08-31,"VIELA DE ALMEIDA
UNIÃO
65843844 BARBOSA / RN",minas gerais
Júlia Da Cruz,94,714.093.856-39,1930-02-12,"LAGOA JOÃO PEDRO ALVES
DAS INDUSTRIAS I
30340295 OLIVEIRA DE GOIÁS / PB",goiás
Vitor Peixoto,76,489.215.063-06,1947-07-24,"TREVO DE CARDOSO, 40
VALE DO JATOBA
22565-264 DA CUNHA DO NORTE / RS",mato grosso do sul
Amanda Castro,43,305.817.249-41,1980-04-05,"FAVELA ERICK PEREIRA, 672
VILA COPACABANA
16489668 BARROS / AM",roraima
Lucas Lima,91,240.719.568-01,1932-06-16,"VALE IGOR CASTRO, 928
MARAVILHA
19728761 PEREIRA DO OESTE / BA",bahia
Raquel Ramos,66,052.793.146-25,1957-10-16,"VEREDA DE COSTA, 27
MADRE GERTRUDES
11830634 GONÇALVES / RN",roraima
Dra. Rebeca Nascimento,82,431.987.625-37,1941-04-07,"RESIDENCIAL NOGUEIRA, 954
VILA OESTE
79622-042 SALES DO NORTE / PB",tocantins
Theo Da Conceição,29,846.571.329-46,1995-03-22,"FAZENDA MARIA RIBEIRO, 81
VILA SÃO PAULO
48192917 SILVA / SE",acre
Thiago Da Cunha,90,631.409.258-24,1933-06-08,"VIELA DE ARAGÃO, 291
UNIÃO
68336231 MORAES DE PIRES / RJ",rondônia
Davi Lucas Moreira,59,169.854.207-02,1964-12-30,"ESTRADA DE DA COSTA, 92
VILA DO POMBAL
01699471 NASCIMENTO DE CAVALCANTI / PA",sergipe
Helena Costela,28,950.372.681-68,1996-02-01,"COLÔNIA DE FOGAÇA, 78
VILA AEROPORTO JARAGUÁ
63760-406 REZENDE DA PRAIA / AC",roraima
Beatriz Peixoto,80,243.718.069-96,1943-04-11,"CAMPO DE MOURA, 904
ALTO CAIÇARAS
12573-093 DA COSTA DE SOUZA / PE",bahia
Luigi Fernandes,48,846.057.921-20,1976-02-02,"ESTAÇÃO IGOR CUNHA, 21
PILAR
56540380 PEIXOTO / PB",roraima
Gabrielly Almeida,66,831.540.927-14,1958-01-11,"ESTRADA DA CONCEIÇÃO, 23
INDAIÁ
00460-397 PIRES DE PEREIRA / MS",pará
Samuel Sales,75,439.526.781-55,1948-08-19,"MORRO DE COSTELA, 73
VILA DA LUZ
54910873 DA ROSA / MG",rondônia
Dr. Otávio Costa,36,095.216.837-59,1987-08-09,"CHÁCARA DA CONCEIÇÃO, 2
JULIANA
64511082 CAMPOS DAS FLORES / BA",ceará
Srta. Ana Beatriz Da Mata,91,429.807.615-67,1933-01-28,"FEIRA DE MARTINS, 79
VITORIA DA CONQUISTA
46900111 CAMPOS ALEGRE / PA",alagoas
João Rodrigues,25,594.081.276-76,1999-02-19,"COLÔNIA DUARTE, 56
MARMITEIROS
09414-573 VIEIRA DE LOPES / PE",pernambuco
Nathan Farias,39,521.097.438-32,1985-01-12,"TRAVESSA JOANA GONÇALVES, 44
LAJEDO
43222-218 BARBOSA / AL",mato grosso
Dr. Rafael Pereira,56,581.967.342-55,1967-07-15,"SÍTIO ISIS CAMPOS, 81
DISTRITO INDUSTRIAL DO JATOBA
70530-763 DA CUNHA GRANDE / AC",amapá
Júlia Pereira,29,871.263.590-12,1995-02-08,"LAGOA SANTOS
PETROPOLIS
36901-640 DA CUNHA / MT",bahia
Dra. Laura Barbosa,67,031.769.482-04,1956-12-23,"LADEIRA DE MOURA, 84
NOVA SUÍÇA
58827544 ALMEIDA DE DA MOTA / RR",minas gerais
Juliana Pinto,70,385.410.967-93,1953-12-18,"RODOVIA SALES, 21
VILA CANTO DO SABIÁ
79051-262 MENDES / PI",rio grande do sul
Joana Monteiro,55,138.960.745-39,1968-09-29,"PARQUE DE COSTELA, 668
AGUAS CLARAS
24355112 DUARTE / TO",acre
Dr. Yago Da Rocha,75,698.157.432-28,1948-06-15,"FAZENDA CAVALCANTI, 859
ALTO BARROCA
69950997 REZENDE DE GOIÁS / MT",rondônia
Miguel Nogueira,56,869.312.407-22,1967-07-12,"QUADRA DE FERREIRA
CENACULO
49974-369 BARBOSA ALEGRE / PI",piauí
Isadora Da Rocha,95,725.134.690-70,1929-02-20,"VIA IGOR DA MATA, 81
LARANJEIRAS
85218769 CORREIA / ES",amapá
Clara Costela,81,380.179.245-50,1942-07-13,"TREVO JOÃO PEDRO ARAÚJO, 7
SAGRADA FAMÍLIA
68500851 CARDOSO DO AMPARO / DF",alagoas
Dr. Enzo Gabriel Rocha,62,473.526.019-61,1962-04-03,"CONDOMÍNIO DA CUNHA, 4
UNIDAS
30425743 BARBOSA / PA",alagoas
Maysa Monteiro,94,615.387.024-44,1929-10-27,"PARQUE HENRIQUE TEIXEIRA, 32
GROTINHA
57134822 CUNHA DO SUL / RR",santa catarina
Maria Alice Da Rosa,29,710.863.549-66,1994-05-09,"VEREDA SILVEIRA, 8
BOM JESUS
17672142 COSTA PAULISTA / RR",paraíba
Maysa Lopes,60,196.075.284-76,1963-05-30,"AVENIDA DE ARAÚJO, 28
ESPLANADA
01624-960 SILVA VERDE / RS",mato grosso
Srta. Yasmin Jesus,91,586.104.732-44,1932-05-28,"FAZENDA LETÍCIA COSTELA, 6
PETROPOLIS
61073-640 CARDOSO DO CAMPO / AM",pará
Mariana Costela,38,372.684.905-00,1985-11-09,"CAMPO PEIXOTO, 75
INDEPENDÊNCIA
20101298 SALES / SC",rio grande do norte
Clara Almeida,35,842.609.735-92,1988-11-23,"PARQUE ELOAH COSTA, 91
SÃO GERALDO
63810102 DA CUNHA / RS",alagoas
Sofia Aragão,35,687.231.504-08,1988-08-13,"RUA DE SANTOS, 955
AMBROSINA
57866655 SILVEIRA DE COSTELA / RS",mato grosso do sul
Elisa Barros,27,546.180.379-20,1997-01-19,"ESTRADA SALES, 13
JARDIM FELICIDADE
75253131 SILVEIRA GRANDE / RN",espírito santo
Joana Silva,24,349.051.867-57,1999-09-19,"CHÁCARA MIGUEL FOGAÇA
LARANJEIRAS
52800515 SOUZA VERDE / PE",pernambuco
Lorenzo Porto,63,812.943.670-13,1960-05-14,"AVENIDA DE ARAÚJO, 1
NOSSA SENHORA DA APARECIDA
80268064 FARIAS DO NORTE / GO",minas gerais
Vitória Barbosa,47,583.672.910-77,1976-10-19,"VALE DE MONTEIRO, 267
MARIETA 2ª SEÇÃO
18778381 ROCHA DE NOVAES / ES",são paulo
Alícia Da Rosa,83,035.689.421-51,1940-04-05,"TRECHO LUANA BARROS, 338
SANTA MARIA
59886-064 OLIVEIRA DOS DOURADOS / MG",maranhão
Lucas Monteiro,97,739.164.508-75,1926-12-11,"PARQUE ENZO ALMEIDA, 62
PIRATININGA
40855025 MENDES DE CARDOSO / AC",alagoas
Rodrigo Caldeira,47,816.723.954-37,1976-12-22,"CONDOMÍNIO JOANA LIMA
PIRATININGA
68175-021 ARAGÃO / MT",bahia
Luna Rezende,51,456.197.830-57,1972-05-21,"ESPLANADA MATHEUS DA COSTA, 90
PAULO VI
45629272 DA CUNHA DO SUL / RN",roraima
Diogo Rezende,80,680.419.253-24,1943-12-01,"RESIDENCIAL NOVAES, 84
VILA DA AMIZADE
20541475 SOUZA / PI",bahia
Anthony Da Costa,65,805.693.271-21,1959-01-09,"PRAIA IAN DA MOTA, 383
NOVA CINTRA
10778-914 AZEVEDO / RO",santa catarina
Maria Cecília Vieira,58,716.239.854-55,1965-07-10,"RODOVIA EMANUEL DA CRUZ
NOVA ESPERANÇA
55412380 BARBOSA / PE",amazonas
Sra. Maria Julia Novaes,42,019.487.625-01,1981-04-27,"LADEIRA DA CRUZ, 635
COQUEIROS
88216574 CAVALCANTI DA SERRA / BA",paraíba
João Pedro Peixoto,64,243.158.976-55,1960-02-10,"TRECHO CAVALCANTI, 3
ACABA MUNDO
20198027 CARDOSO / PR",acre
Alana Fernandes,47,198.257.643-09,1976-08-29,"ESTAÇÃO ROCHA, 975
MARIETA 2ª SEÇÃO
56651-581 CAVALCANTI DE SILVEIRA / SC",tocantins
Sra. Mirella Rezende,50,247.910.538-50,1973-08-29,"VALE DE CAVALCANTI, 98
VILA HAVAÍ
39064-438 DA MOTA / ES",acre
Gabrielly Moreira,52,608.432.751-62,1971-09-18,"LAGO CALDEIRA, 363
BARÃO HOMEM DE MELO 1ª SEÇÃO
77549-927 CARDOSO / AM",mato grosso
Sra. Sofia Souza,90,605.384.719-48,1933-06-14,"VILA GOMES, 366
SERRA
76107-117 DA COSTA / PB",goiás
Mariane Melo,74,735.619.820-77,1949-12-16,"RODOVIA ANA BEATRIZ CARDOSO, 97
ETELVINA CARNEIRO
35020-490 DA COSTA GRANDE / PR",santa catarina
Lorena Souza,36,048.652.197-49,1987-06-15,"VEREDA SALES, 83
OURO MINAS
23049-591 DA MATA / AL",amapá
Fernando Da Mata,27,280.156.437-08,1996-06-30,"LADEIRA CLARA DA CRUZ, 37
APARECIDA 7ª SEÇÃO
12075780 MENDES DE PIRES / PB",piauí
Laura Cardoso,29,821.405.736-17,1994-04-26,"SETOR DE COSTA, 1
NOVA AMERICA
31050205 DA CONCEIÇÃO / ES",alagoas
Marina Da Cruz,51,724.183.650-26,1972-06-21,"AVENIDA CASTRO, 718
SANTO AGOSTINHO
39257-743 SALES PAULISTA / PE",piauí
Maria Rocha,39,163.247.980-03,1984-11-02,"RECANTO ISABEL DA CONCEIÇÃO, 6
VILA MADRE GERTRUDES 4ª SEÇÃO
17777517 DIAS / RS",mato grosso do sul
Pedro Henrique Almeida,46,318.764.950-57,1977-08-25,"NÚCLEO DE RODRIGUES, 95
MARIA VIRGÍNIA
67632-408 JESUS / AM",amapá
Dr. Davi Luiz Nunes,88,604.579.123-16,1935-08-19,"SETOR DE BARROS, 58
VILA OURO MINAS
24854-759 RODRIGUES / SP",amapá
Vitor Gabriel Costela,56,175.409.326-43,1967-04-15,"PRAIA PIETRA CALDEIRA, 60
TÚNEL DE IBIRITÉ
60413-374 DA MOTA DOS DOURADOS / GO",mato grosso do sul
Dr. Luigi Barbosa,99,641.739.085-39,1924-11-24,"QUADRA YASMIN CALDEIRA, 4
SALGADO FILHO
37428997 MOREIRA DO GALHO / PE",distrito federal
Rodrigo Azevedo,22,687.410.953-75,2001-12-06,"PRAIA DE NOGUEIRA
CALIFÓRNIA
47799937 RODRIGUES / ES",minas gerais
Pedro Henrique Cardoso,50,324.017.958-04,1973-05-31,"RUA DE CASTRO, 65
VILA JARDIM SÃO JOSÉ
53839-720 FERNANDES PAULISTA / PA",espírito santo
Sr. João Cardoso,19,032.758.964-74,2005-03-03,"PÁTIO ANTÔNIO DA MOTA, 79
MARIA VIRGÍNIA
80967-589 DA LUZ / PR",goiás
Maria Julia Nunes,76,381.756.402-35,1947-10-09,"SETOR DE FERREIRA
LORENA
53700673 DA LUZ / RN",mato grosso
Fernanda Duarte,23,453.216.980-15,2000-10-31,"VEREDA DA ROCHA, 6
BANDEIRANTES
97565092 RODRIGUES DO GALHO / MA",amazonas
Marcos Vinicius Oliveira,81,280.153.796-95,1943-03-02,"PARQUE DE AZEVEDO, 8
LAGOINHA LEBLON
23921-386 ALVES / AL",mato grosso do sul
Leandro Aragão,99,124.573.098-32,1924-10-17,"CAMPO GABRIELA RODRIGUES, 9
PIRAJA
67344423 PORTO DO AMPARO / AC",rondônia
Maria Alice Vieira,68,832.506.714-44,1955-05-04,"VIA NOGUEIRA, 82
ANDIROBA
03233-852 MORAES / SE",alagoas
Ana Luiza Jesus,65,541.896.327-91,1958-06-14,Endereço inválido,bahia
Guilherme Cardoso,72,197.582.630-21,1952-03-27,"TREVO NICOLE DA CRUZ, 7
CONJUNTO PROVIDENCIA
11509884 CAVALCANTI DE MINAS / RS",santa catarina
Luiz Felipe Azevedo,49,439.160.725-52,1975-03-19,"CAMPO ERICK FERNANDES, 464
SÃO BENEDITO
76887327 CAMPOS DE MENDES / AC",rio grande do norte
Nathan Araújo,60,813.402.695-89,1963-06-14,"QUADRA DE MARTINS
NAZARE
23016-369 OLIVEIRA DE MINAS / AM",paraná
Clara Ferreira,79,467.319.852-28,1945-01-22,"FAZENDA DE FERREIRA, 76
CONJUNTO PAULO VI
54239086 NUNES / MS",goiás
Felipe Da Mata,85,634.920.187-69,1938-12-02,"ESTRADA GABRIELLY ROCHA, 634
OURO MINAS
95202077 VIANA / PA",rondônia
Enzo Gabriel Azevedo,67,789.531.604-48,1956-04-27,"ESTAÇÃO CARDOSO, 175
BARÃO HOMEM DE MELO 1ª SEÇÃO
09804148 GONÇALVES DO GALHO / SC",pará
Maitê Barbosa,20,231.648.705-07,2003-05-18,"ESTRADA DUARTE, 37
MARMITEIROS
24369771 RIBEIRO DO GALHO / MS",distrito federal
Srta. Isis Da Cruz,89,073.618.249-78,1934-08-30,"PRAIA MOREIRA, 20
SÃO JORGE 2ª SEÇÃO
94716-893 DUARTE DA MATA / TO",rondônia
Otávio Da Mata,51,835.072.469-29,1972-05-06,"LARGO DE DA CRUZ, 431
MANGUEIRAS
02714780 AZEVEDO / TO",paraná
Sophie Castro,40,165.328.479-09,1983-05-27,"TREVO DE MORAES, 78
BAIRRO DAS INDÚSTRIAS II
45125491 SALES / TO",rio grande do norte
Diogo Da Cunha,33,263.895.041-60,1990-05-29,"DISTRITO KAIQUE COSTA, 17
NOVO GLÓRIA
46996567 SOUZA DO GALHO / RJ",maranhão
Benício Fernandes,30,389.160.527-77,1993-09-13,"CONDOMÍNIO DA CUNHA, 964
CONJUNTO CALIFÓRNIA I
67255-410 DA CRUZ / ES",alagoas
João Pedro Silva,45,523.846.091-06,1978-12-25,"PRAIA DE ALMEIDA, 38
VILA NOVA GAMELEIRA 3ª SEÇÃO
54576-192 VIEIRA DA PRATA / MG",pernambuco
Heloísa Cunha,20,260.935.487-83,2003-11-15,"AEROPORTO SANTOS, 94
ADEMAR MALDONADO
41937-961 MORAES DO SUL / PI",pernambuco
Bruno Novaes,72,190.734.658-93,1951-04-05,"ALAMEDA DE DA MATA, 18
BARROCA
13387129 GOMES / MS",amapá
Levi Cavalcanti,80,291.367.458-55,1944-03-25,"AEROPORTO ARAGÃO, 8
GUARANI
57857653 ROCHA / DF",bahia
João Pedro Lopes,53,407.389.216-96,1970-04-15,"VEREDA DANIEL GONÇALVES, 6
BACURAU
96830-555 CARDOSO / PB",são paulo
Heloísa Da Luz,61,569.471.830-57,1963-01-03,"CONJUNTO DE CUNHA, 63
ESTRELA
07472157 ALMEIDA ALEGRE / SP",rondônia
Lorena Gomes,20,298.036.457-65,2004-03-18,"RODOVIA DE CAVALCANTI, 47
CAPITÃO EDUARDO
09605665 RIBEIRO / AP",sergipe
Milena Vieira,97,623.518.490-51,1927-01-05,"LOTEAMENTO THIAGO FERNANDES, 51
GRAÇA
12694-138 MARTINS / PB",distrito federal
Milena Ramos,46,160.527.493-34,1977-09-06,"PRAÇA BRENO RIBEIRO
VISTA DO SOL
12554-127 VIANA DE JESUS / PB",são paulo
Vitor Hugo Ramos,73,286.790.413-78,1951-02-14,"VIELA ALICE NOGUEIRA, 65
OLARIA
24640044 DUARTE VERDE / MA",distrito federal
Ana Julia Nascimento,63,197.034.862-31,1960-10-04,"AEROPORTO CAVALCANTI
COQUEIROS
47705002 FARIAS / SE",pará
Dr. Enrico Carvalho,54,254.079.386-00,1969-04-10,"TRAVESSA DE SANTOS
GARÇAS
00882775 NOGUEIRA DO OESTE / MT",pernambuco
Vitor Hugo Cunha,91,701.638.549-39,1933-02-02,"PASSARELA ISIS PORTO, 38
CAPITÃO EDUARDO
59540065 DA CRUZ / PA",santa catarina
Dr. Samuel Moura,22,402.517.398-05,2001-11-24,"PARQUE DANIEL PINTO, 7
VISTA ALEGRE
12655421 GOMES DA PRAIA / MT",distrito federal
Luana Nascimento,30,314.726.089-50,1993-12-13,"VILA LETÍCIA DA PAZ, 17
MARAJÓ
64325-663 COSTA / CE",mato grosso do sul
Dra. Maria Vitória Viana,98,250.397.846-00,1926-03-20,"COLÔNIA DE MOURA
MORRO DOS MACACOS
29779-356 CAMPOS / PR",pernambuco
Sr. Calebe Duarte,60,936.124.087-04,1963-05-07,"ALAMEDA JOÃO PEDRO CASTRO, 14
VILA FUMEC
55701851 MENDES / AM",bahia
Leonardo Costela,31,624.850.739-29,1992-11-16,"VIA DE JESUS
CAETANO FURQUIM
82505-115 COSTA DO GALHO / MG",maranhão
Benício Moreira,44,136.294.085-24,1980-01-21,"FEIRA MARCOS VINICIUS DA CRUZ, 317
LEONINA
67749-105 TEIXEIRA / MA",distrito federal
Lucca Mendes,83,819.720.564-76,1940-10-16,"VIA DE FERREIRA, 44
CIDADE JARDIM
02171-958 DA CUNHA DAS FLORES / MG",amapá
Sophie Farias,87,741.608.539-00,1936-05-09,"AEROPORTO DE RIBEIRO, 65
MARIQUINHAS
76708298 ARAGÃO DE SILVEIRA / AM",são paulo
Bruna Da Rocha,62,845.291.376-19,1961-06-10,"LOTEAMENTO OTÁVIO FREITAS, 74
CAMPONESA 2ª SEÇÃO
58449619 VIANA DO AMPARO / TO",mato grosso
Heitor Nascimento,81,493.578.106-84,1942-06-30,"ÁREA MARIA FERNANDA PINTO
NOVA PAMPULHA
46952516 CUNHA / MT",acre
Rafael Porto,27,629.875.103-30,1996-04-24,"ALAMEDA DA MATA, 64
VILA BOA VISTA
13036-905 GONÇALVES / MG",espírito santo
Luiz Miguel Da Paz,30,647.531.029-80,1993-06-20,"ESTRADA DE RIBEIRO, 73
BURITIS
43666-726 DA PAZ DA MATA / MG",paraíba
Srta. Pietra Duarte,95,913.870.246-04,1928-07-02,"AEROPORTO DE NASCIMENTO, 13
PONGELUPE
16189813 RAMOS DA SERRA / PR",roraima
Eloah Cunha,22,908.156.243-60,2001-10-13,"CHÁCARA DE COSTA, 62
APARECIDA
43036-509 FOGAÇA / PI",pernambuco
Bruna Rodrigues,21,625.170.489-67,2002-04-06,"CAMPO DA COSTA, 719
OLARIA
49786000 FOGAÇA DA MATA / GO",rio grande do norte
Felipe Monteiro,97,172.589.603-68,1926-12-21,"QUADRA DE MONTEIRO, 43
NOVO DAS INDUSTRIAS
16650333 GOMES DE ARAÚJO / CE",amazonas
Isis Campos,38,178.409.325-41,1986-01-03,"ESTRADA PEREIRA
VILA BATIK
49494827 FERNANDES / PE",rio grande do sul
Vitor Novaes,77,586.721.034-08,1946-07-07,"LAGOA DE DA ROCHA, 60
JARDIM ATLÂNTICO
97946895 DA CRUZ DE MELO / PI",são paulo
Yago Porto,42,907.486.135-01,1981-07-29,"PARQUE ALÍCIA CAVALCANTI, 234
VILA PIRATININGA
01007-185 ALVES / CE",tocantins
Guilherme Campos,55,354.908.721-79,1968-11-20,"LARGO DE DUARTE, 24
BARRO PRETO
42665-603 DAS NEVES / BA",goiás
Vitor Moraes,26,297.413.560-99,1998-04-02,"CAMPO ENRICO LIMA, 20
TREVO
56440-418 RODRIGUES DO CAMPO / TO",rio grande do sul
João Gabriel Jesus,98,790.215.864-01,1925-06-10,"FAVELA MARTINS, 7
BARÃO HOMEM DE MELO 2ª SEÇÃO
94838-720 VIEIRA / ES",tocantins
Dr. Vitor Hugo Rezende,28,796.504.218-58,1995-06-07,"LADEIRA BARROS, 84
XODO-MARIZE
45531-581 SANTOS / AP",mato grosso
Dr. Arthur Carvalho,38,081.475.329-97,1985-12-10,"JARDIM SILVEIRA, 35
DONA CLARA
99094-166 MORAES DO CAMPO / RR",rio grande do sul
Ryan Mendes,45,239.647.518-55,1978-04-27,"VIADUTO EVELYN RIBEIRO, 56
DOM SILVERIO
54406-144 CALDEIRA DE MINAS / MG",piauí
Ana Laura Silva,77,485.623.907-47,1946-04-24,"CAMPO DE FARIAS, 77
PAULO VI
80754-580 LIMA PAULISTA / AM",piauí
Lorenzo Novaes,44,370.214.859-05,1979-08-31,"LOTEAMENTO ALICE FREITAS, 3
SANTA LÚCIA
92358-703 TEIXEIRA / AL",sergipe
Cauê Cardoso,18,019.326.548-60,2005-08-09,"TRECHO ALÍCIA MONTEIRO, 61
SÃO JORGE 3ª SEÇÃO
48780702 DA PAZ DAS FLORES / AL",santa catarina
Dra. Ana Luiza Silveira,82,324.769.180-40,1941-05-07,"ALAMEDA PINTO, 59
CINQUENTENÁRIO
44694-989 BARROS DE FREITAS / MT",alagoas
Lavínia Azevedo,75,318.962.570-03,1948-10-17,"CONDOMÍNIO LARISSA TEIXEIRA, 216
OLHOS D'ÁGUA
41107119 ARAÚJO DE ALVES / BA",roraima
Letícia Jesus,76,451.962.387-19,1947-04-25,"VALE DE DA MATA, 75
BELA VITORIA
70957619 PINTO DA PRATA / TO",mato grosso do sul
Bruna Ribeiro,71,352.689.470-10,1952-09-11,"TREVO BEATRIZ CARDOSO
PRADO
69816-364 SILVEIRA DE DA CUNHA / AP",distrito federal
Theo Da Mata,65,758.604.312-44,1958-08-04,"FEIRA SOUZA, 65
SANTA HELENA
50266088 NOVAES DO NORTE / AL",mato grosso do sul
João Gabriel Porto,51,956.247.831-91,1972-08-14,"FAZENDA LUIZA CAMPOS, 62
HORTO
82245-415 FARIAS / GO",são paulo
Maria Julia Freitas,73,178.405.623-53,1950-08-31,"LOTEAMENTO DE GOMES, 86
LIBERDADE
11683-949 NOGUEIRA / RS",amazonas
Dr. Otávio Barros,26,683.710.592-21,1997-04-16,"CONDOMÍNIO MARINA COSTELA, 29
MORRO DOS MACACOS
55993-371 PEIXOTO DE GOIÁS / RR",são paulo
Yasmin Gomes,99,827.516.430-35,1924-06-28,"FEIRA LETÍCIA NASCIMENTO, 5
UNIDAS
19530508 DUARTE / MA",sergipe
Sofia Novaes,44,576.349.820-83,1979-07-31,"AEROPORTO DE RIBEIRO, 57
CORAÇÃO DE JESUS
29650-538 PINTO DO SUL / MT",paraná
Ian Da Luz,35,152.378.096-77,1988-10-26,"FEIRA MOURA, 2
DAS INDUSTRIAS I
02663-431 LOPES DO SUL / PB",rio grande do sul
Davi Luiz Souza,76,857.341.602-53,1947-10-04,"FAVELA PEIXOTO, 76
MANGUEIRAS
26284015 DIAS / PE",santa catarina
Cecília Araújo,19,032.146.758-26,2004-08-02,"DISTRITO REZENDE, 61
JARDIM AMÉRICA
93259-309 MENDES DE AZEVEDO / MT",amapá
Luiz Gustavo Duarte,59,381.072.456-44,1964-10-03,"FAVELA CALDEIRA, 98
MARIA HELENA
45764587 PORTO / DF",tocantins
Ana Julia Cardoso,27,704.253.981-88,1996-10-19,"CHÁCARA CAMPOS, 423
VILA SÃO GERALDO
16112198 PEIXOTO / MG",rondônia
Gabrielly Lima,98,560.172.389-30,1925-06-30,"PARQUE ALVES, 70
FLAVIO DE OLIVEIRA
53410009 RAMOS DE REZENDE / RN",rondônia
Heloísa Ribeiro,63,437.291.568-37,1960-12-19,"SÍTIO LUIZ GUSTAVO CUNHA
NOVA VISTA
04718173 CARDOSO DE ROCHA / RJ",espírito santo
Letícia Costa,43,530.469.218-70,1980-05-19,"VIELA YAGO OLIVEIRA, 70
SERRANO
09463-810 FARIAS PAULISTA / RN",são paulo
Ana Beatriz Da Rocha,79,438.759.201-04,1944-12-18,"ALAMEDA JOÃO FERNANDES, 25
ESTRELA DO ORIENTE
46344769 TEIXEIRA DE FOGAÇA / GO",rondônia
Benjamin Moura,21,975.431.028-97,2002-04-15,"TREVO DE REZENDE, 83
COQUEIROS
11231-598 PEIXOTO / AL",paraíba
Ana Julia Fogaça,37,103.764.259-70,1986-05-15,"ÁREA DE GONÇALVES, 31
VILA REAL 2ª SEÇÃO
21471-324 LOPES DE DA MOTA / RR",amazonas
Clara Da Mata,40,354.672.908-00,1983-08-09,"AEROPORTO DE GOMES, 936
VILA SANTO ANTÔNIO
04382205 CARVALHO ALEGRE / MT",tocantins
Fernanda Oliveira,42,102.938.745-14,1981-10-30,"TREVO CORREIA, 72
OLHOS D'ÁGUA
44387-007 MOREIRA / RN",santa catarina
Laura Das Neves,25,723.640.589-29,1999-02-26,"VIADUTO VITOR GABRIEL FERREIRA, 32
MINAS BRASIL
10002726 CORREIA / GO",roraima
Lívia Teixeira,39,694.720.583-29,1984-05-09,"ALAMEDA TEIXEIRA, 9
VILA SÃO JOÃO BATISTA
26639-492 CORREIA / AL",paraíba
Eloah Moreira,89,904.361.758-00,1934-06-08,"PÁTIO DE NUNES, 3
VILA NOVA DOS MILIONARIOS
69899911 GONÇALVES DA MATA / CE",paraná
Lívia Cardoso,87,619.543.702-61,1936-05-14,"CAMPO DE DA PAZ
NOVA VISTA
48502-316 COSTELA / PE",tocantins
Augusto Freitas,62,930.751.648-01,1961-08-23,"TREVO MARCOS VINICIUS JESUS, 4
ALPES
23410-106 ARAÚJO / AL",paraíba
Raquel Fernandes,76,467.250.891-94,1947-05-24,"PARQUE DE TEIXEIRA, 132
VILA DE SÁ
37918-718 DA LUZ GRANDE / AM",distrito federal
Sr. Anthony Da Costa,32,614.295.730-07,1991-06-12,"ÁREA LIMA, 7
VILA SÃO FRANCISCO
74051-909 CASTRO / PI",piauí
Murilo Melo,22,431.069.572-80,2001-11-21,"TRECHO PIRES, 10
NAZARE
61544643 FOGAÇA / MS",amapá
Srta. Mirella Barbosa,85,430.561.789-75,1939-01-31,"PÁTIO DE DA ROSA
GLÓRIA
13351-045 CARDOSO DE GOIÁS / SE",mato grosso do sul
Gabriela Das Neves,40,437.950.268-65,1983-04-17,"AVENIDA EMILLY PEREIRA
DISTRITO INDUSTRIAL DO JATOBA
55933377 MELO DE FARIAS / AL",acre
Bruno Da Cunha,29,259.608.134-24,1994-05-08,"QUADRA COSTA
BONSUCESSO
67500713 DA ROCHA ALEGRE / MA",distrito federal
Alexandre Rodrigues,57,740.685.192-85,1966-07-07,"VALE REZENDE, 20
JULIANA
20752-947 SALES / AL",amapá
